dish_id,food_id,grams,note,vai_tro
NIN-BUN-OC,5016,1.40,"Hành khô — sách ghi 200 g cho cả công thức (chia 100 suất → 2.0 g/suất, thải bỏ 30% → ăn được 1.4 g)",
NIN-BUN-OC,149,1.20,"Đường kính — sách ghi 120 g cho cả công thức (chia 100 suất → 1.2 g/suất, chưa có số thải bỏ)",
NIN-BUN-OC,2159,0.90,"Nghệ tươi — sách ghi 100 g cho cả công thức (chia 100 suất → 1.0 g/suất, thải bỏ 10% → ăn được 0.9 g)",
NIN-CHAO-LONG,1,24.00,"Gạo tẻ — sách ghi 2400 g cho cả công thức (chia 100 suất → 24.0 g/suất, chưa có số thải bỏ)",
NIN-CHAO-LONG,3000,6.00,"Gạo nếp — sách ghi 600 g cho cả công thức (chia 100 suất → 6.0 g/suất, chưa có số thải bỏ)",
NIN-CHAO-LONG,27,60.00,"Ruột non 3000 g + Ruột già 3000 g (kho gộp thành 'Lòng lợn') — sách ghi 6000 g cho cả công thức (chia 100 suất → 60.0 g/suất, chưa có số thải bỏ)",
NIN-CHAO-LONG,26,20.00,"Gan lợn — sách ghi 2000 g cho cả công thức (chia 100 suất → 20.0 g/suất, chưa có số thải bỏ)",
NIN-CHAO-LONG,4055,19.60,"Dạ dày — sách ghi 2000 g cho cả công thức (chia 100 suất → 20.0 g/suất, thải bỏ 2% → ăn được 19.6 g)",
NIN-CHAO-LONG,2125,20.00,"Tiết lợn — sách ghi 2000 g cho cả công thức (chia 100 suất → 20.0 g/suất, chưa có số thải bỏ)",
NIN-CHAO-LONG,130,15.00,"Mỡ cơm xôi — sách ghi 1500 g cho cả công thức (chia 100 suất → 15.0 g/suất, chưa có số thải bỏ)",
NIN-CHAO-LONG,79,11.40,"Hành hoa — sách ghi 1500 g cho cả công thức (chia 100 suất → 15.0 g/suất, thải bỏ 24% → ăn được 11.4 g)",
NIN-CHAO-LONG,2120,6.44,"Phổi — sách ghi 700 g cho cả công thức (chia 100 suất → 7.0 g/suất, thải bỏ 8% → ăn được 6.4 g)",
NIN-CHAO-LONG,28,3.76,"Tim — sách ghi 400 g cho cả công thức (chia 100 suất → 4.0 g/suất, thải bỏ 6% → ăn được 3.8 g)",
NIN-CHAO-LONG,78,2.55,"Rau mùi — sách ghi 300 g cho cả công thức (chia 100 suất → 3.0 g/suất, thải bỏ 15% → ăn được 2.5 g)",
NIN-CHAO-LONG,5018,2.25,"Rau răm — sách ghi 300 g cho cả công thức (chia 100 suất → 3.0 g/suất, thải bỏ 25% → ăn được 2.2 g)",
NIN-CHAO-LONG,2056,1.60,"Rau húng — sách ghi 200 g cho cả công thức (chia 100 suất → 2.0 g/suất, thải bỏ 20% → ăn được 1.6 g)",
NIN-XOI-DO-XANH,3000,100.00,"Gạo nếp — sách ghi 1000 g cho cả công thức (chia 10 suất → 100.0 g/suất, chưa có số thải bỏ)",
NIN-XOI-DO-XANH,58,29.40,"Đậu xanh — sách ghi 300 g cho cả công thức (chia 10 suất → 30.0 g/suất, thải bỏ 2% → ăn được 29.4 g)",
NIN-XOI-NGO,3000,20.00,"Gạo nếp — sách ghi 200 g cho cả công thức (chia 10 suất → 20.0 g/suất, chưa có số thải bỏ)",
NIN-XOI-NGO,2005,49.00,"Ngô nếp bung (kho có Ngô hạt khô vàng — đúng dạng ngô khô đem ninh) — sách ghi 500 g cho cả công thức (chia 10 suất → 50.0 g/suất, thải bỏ 2% → ăn được 49.0 g)",
NIN-XOI-NGO,58,39.20,"Đậu xanh — sách ghi 400 g cho cả công thức (chia 10 suất → 40.0 g/suất, thải bỏ 2% → ăn được 39.2 g)",
NIN-XOI-NGO,130,15.00,"Mỡ nước — sách ghi 150 g cho cả công thức (chia 10 suất → 15.0 g/suất, chưa có số thải bỏ)",
NIN-XOI-NGO,149,15.00,"Đường kính — sách ghi 150 g cho cả công thức (chia 10 suất → 15.0 g/suất, chưa có số thải bỏ)",
NIN-XOI-NGO,5016,10.50,"Hành khô rán vàng — sách ghi 150 g cho cả công thức (chia 10 suất → 15.0 g/suất, thải bỏ 30% → ăn được 10.5 g)",
NIN-CHE-HAT-SEN,4019,6.54,"Hạt sen tươi — sách ghi 300 g cho cả công thức (chia 28 suất → 10.7 g/suất, thải bỏ 39% → ăn được 6.5 g)",
NIN-CHE-HAT-SEN,113,35.71,"Nhãn lồng — sách ghi 1000 g cho cả công thức (chia 28 suất → 35.7 g/suất, chưa có số thải bỏ)",
NIN-CHE-HAT-SEN,149,35.71,"Đường kính — sách ghi 1000 g cho cả công thức (chia 28 suất → 35.7 g/suất, chưa có số thải bỏ)",
NIN-BANH-CUON,1,125.00,"Gạo tẻ — sách ghi 500 g cho cả công thức (chia 4 suất → 125.0 g/suất, chưa có số thải bỏ)",
NIN-BANH-CUON,19,49.00,"Thịt nạc vai — sách ghi 200 g cho cả công thức (chia 4 suất → 50.0 g/suất, thải bỏ 2% → ăn được 49.0 g)",
NIN-BANH-CUON,5016,7.00,"Hành khô — sách ghi 40 g cho cả công thức (chia 4 suất → 10.0 g/suất, thải bỏ 30% → ăn được 7.0 g)",
NIN-BANH-CUON,130,7.50,"Mỡ nước — sách ghi 30 g cho cả công thức (chia 4 suất → 7.5 g/suất, chưa có số thải bỏ)",
NIN-BANH-CUON,121,9.38,"Chanh quả (nước chấm) — sách ghi 50 g cho cả công thức (chia 4 suất → 12.5 g/suất, thải bỏ 25% → ăn được 9.4 g)",
NIN-BANH-CUON,2048,4.10,"Ớt tươi (nước chấm) — sách ghi 20 g cho cả công thức (chia 4 suất → 5.0 g/suất, thải bỏ 18% → ăn được 4.1 g)",
NIN-BANH-CUON,4028,2.25,"Mộc nhĩ — sách ghi 10 g cho cả công thức (chia 4 suất → 2.5 g/suất, thải bỏ 10% → ăn được 2.2 g)",
NIN-BANH-CUON,149,2.50,"Đường (nước chấm) — sách ghi 10 g cho cả công thức (chia 4 suất → 2.5 g/suất, chưa có số thải bỏ)",
NIN-BANH-CUON,101,1.25,"Nấm hương — sách ghi 5 g cho cả công thức (chia 4 suất → 1.2 g/suất, chưa có số thải bỏ)",
NIN-BANH-KHOAI-MIEN-TRUNG,76,125.00,"Xà lách (rau ăn kèm) — sách ghi 500 g cho cả công thức (chia 4 suất → 125.0 g/suất, chưa có số thải bỏ)",
NIN-BANH-KHOAI-MIEN-TRUNG,2008,100.00,"Bột gạo tẻ — sách ghi 400 g cho cả công thức (chia 4 suất → 100.0 g/suất, chưa có số thải bỏ)",
NIN-BANH-KHOAI-MIEN-TRUNG,62,50.00,"Giá đỗ — sách ghi 200 g cho cả công thức (chia 4 suất → 50.0 g/suất, chưa có số thải bỏ)",
NIN-BANH-KHOAI-MIEN-TRUNG,19,24.50,"Thịt nạc — sách ghi 100 g cho cả công thức (chia 4 suất → 25.0 g/suất, thải bỏ 2% → ăn được 24.5 g)",
NIN-BANH-KHOAI-MIEN-TRUNG,47,11.50,"Tôm tươi — dị nguyên hải sản — sách ghi 100 g cho cả công thức (chia 4 suất → 25.0 g/suất, thải bỏ 54% → ăn được 11.5 g)",
NIN-BANH-KHOAI-MIEN-TRUNG,33,21.50,"Trứng — dị nguyên trứng — sách ghi 100 g cho cả công thức (chia 4 suất → 25.0 g/suất, thải bỏ 14% → ăn được 21.5 g)",
NIN-BANH-KHOAI-MIEN-TRUNG,2035,17.00,"Chuối xanh (rau ăn kèm) — sách ghi 100 g cho cả công thức (chia 4 suất → 25.0 g/suất, thải bỏ 32% → ăn được 17.0 g)",
NIN-BANH-KHOAI-MIEN-TRUNG,4021,21.75,"Khế xanh (rau ăn kèm) — sách ghi 100 g cho cả công thức (chia 4 suất → 25.0 g/suất, thải bỏ 13% → ăn được 21.8 g)",
NIN-BANH-KHOAI-MIEN-TRUNG,26,12.50,"Gan lợn — sách ghi 50 g cho cả công thức (chia 4 suất → 12.5 g/suất, chưa có số thải bỏ)",
NIN-BANH-KHOAI-MIEN-TRUNG,133,5.00,"Vừng — dị nguyên vừng — sách ghi 20 g cho cả công thức (chia 4 suất → 5.0 g/suất, chưa có số thải bỏ)",
NIN-BANH-CHUNG,3000,500.00,"Gạo nếp cái — sách ghi 5000 g cho cả công thức (chia 10 suất → 500.0 g/suất, chưa có số thải bỏ)",
NIN-BANH-CHUNG,58,147.00,"Đậu xanh — sách ghi 1500 g cho cả công thức (chia 10 suất → 150.0 g/suất, thải bỏ 2% → ăn được 147.0 g)",
NIN-BANH-CHUNG,20,98.00,"Thịt lợn ba chỉ — sách ghi 1000 g cho cả công thức (chia 10 suất → 100.0 g/suất, thải bỏ 2% → ăn được 98.0 g)",
NIN-BANH-DAU-XANH,4010,8.33,"Bột đậu xanh lọc — sách ghi 500 g cho cả công thức (chia 60 suất → 8.3 g/suất, chưa có số thải bỏ)",
NIN-BANH-DAU-XANH,149,16.67,"Đường kính — sách ghi 1000 g cho cả công thức (chia 60 suất → 16.7 g/suất, chưa có số thải bỏ)",
NIN-BANH-BEO,1,44.44,"Bột gạo tẻ — sách ghi 400 g cho cả công thức (chia 9 suất → 44.4 g/suất, chưa có số thải bỏ)",
NIN-BANH-BEO,1105918,11.11,"Bột đao (= bột củ dong; kho có 'Bột dong lọc', nguồn estimated) — sách ghi 100 g cho cả công thức (chia 9 suất → 11.1 g/suất, chưa có số thải bỏ)",
NIN-BANH-BEO,1106148,22.22,"Tôm he khô (kho không tách 'tôm he' — dùng Tôm khô, dị nguyên hải sản) — sách ghi 200 g cho cả công thức (chia 9 suất → 22.2 g/suất, chưa có số thải bỏ)",
NIN-BANH-BEO,5016,15.56,"Hành khô — sách ghi 200 g cho cả công thức (chia 9 suất → 22.2 g/suất, thải bỏ 30% → ăn được 15.6 g)",
NIN-BANH-BEO,130,11.11,"Mỡ nước — sách ghi 100 g cho cả công thức (chia 9 suất → 11.1 g/suất, chưa có số thải bỏ)",
NIN-BANH-BEO,149,3.33,"Đường — sách ghi 30 g cho cả công thức (chia 9 suất → 3.3 g/suất, chưa có số thải bỏ)",
NIN-BANH-BEO,121,4.17,"Chanh quả — sách ghi 50 g cho cả công thức (chia 9 suất → 5.6 g/suất, thải bỏ 25% → ăn được 4.2 g)",
NIN-BANH-BEO,147,3.33,"Ớt tươi (kho chỉ có Tương ớt) — sách ghi 30 g cho cả công thức (chia 9 suất → 3.3 g/suất, chưa có số thải bỏ)",
NIN-BANH-TOM,16,27.78,"Bột mì — sách ghi 1000 g cho cả công thức (chia 36 suất → 27.8 g/suất, chưa có số thải bỏ)",
NIN-BANH-TOM,1,5.56,"Bột gạo tẻ — sách ghi 200 g cho cả công thức (chia 36 suất → 5.6 g/suất, chưa có số thải bỏ)",
NIN-BANH-TOM,1,8.33,"Bột chua (kho không có mục riêng — dùng Bột gạo tẻ, cùng nền bột gạo) — sách ghi 300 g cho cả công thức (chia 36 suất → 8.3 g/suất, chưa có số thải bỏ)",
NIN-BANH-TOM,47,7.67,"Tôm tươi (đều con) — dị nguyên hải sản — sách ghi 600 g cho cả công thức (chia 36 suất → 16.7 g/suất, thải bỏ 54% → ăn được 7.7 g)",
NIN-BANH-TOM,11,13.83,"Khoai tây (khoai lang) — dùng Khoai lang — sách ghi 600 g cho cả công thức (chia 36 suất → 16.7 g/suất, thải bỏ 17% → ăn được 13.8 g)",
NIN-BANH-TOM,130,13.89,"Mỡ nước — sách ghi 500 g cho cả công thức (chia 36 suất → 13.9 g/suất, chưa có số thải bỏ)",
NIN-BANH-TOM,76,2.78,"Rau xà lách — sách ghi 100 g cho cả công thức (chia 36 suất → 2.8 g/suất, chưa có số thải bỏ)",
NIN-BANH-TOM,78,7.08,"Rau thơm (dùng Rau mùi) — sách ghi 300 g cho cả công thức (chia 36 suất → 8.3 g/suất, thải bỏ 15% → ăn được 7.1 g)",
NIN-BANH-TOM,3020,13.89,"Đu đủ xanh — sách ghi 500 g cho cả công thức (chia 36 suất → 13.9 g/suất, chưa có số thải bỏ)",
NIN-BANH-TOM,151,1.11,"Tỏi — sách ghi 50 g cho cả công thức (chia 36 suất → 1.4 g/suất, thải bỏ 20% → ăn được 1.1 g)",
NIN-BANH-TOM,5019,1.39,"Dấm — sách ghi 50 g cho cả công thức (chia 36 suất → 1.4 g/suất, chưa có số thải bỏ)",
NIN-BANH-TOM,149,1.67,"Đường — sách ghi 60 g cho cả công thức (chia 36 suất → 1.7 g/suất, chưa có số thải bỏ)",
NIN-BANH-TOM,147,0.56,"Ớt tươi (kho chỉ có Tương ớt) — sách ghi 20 g cho cả công thức (chia 36 suất → 0.6 g/suất, chưa có số thải bỏ)",
NIN-BANH-RAN-BOC-DUONG,16,60.00,"Bột mỳ — sách ghi 1200 g cho cả công thức (chia 20 suất → 60.0 g/suất, chưa có số thải bỏ)",
NIN-BANH-RAN-BOC-DUONG,149,30.00,"Đường kính — sách ghi 600 g cho cả công thức (chia 20 suất → 30.0 g/suất, chưa có số thải bỏ)",
NIN-BANH-RAN-BOC-DUONG,58,14.70,"Đậu xanh — sách ghi 300 g cho cả công thức (chia 20 suất → 15.0 g/suất, thải bỏ 2% → ăn được 14.7 g)",
NIN-BANH-RAN-BOC-DUONG,130,25.00,"Mỡ nước — sách ghi 500 g cho cả công thức (chia 20 suất → 25.0 g/suất, chưa có số thải bỏ)",
NIN-BANH-TROI,4002,80.00,"Bột nếp — sách ghi 800 g cho cả công thức (chia 10 suất → 80.0 g/suất, chưa có số thải bỏ)",
NIN-BANH-TROI,4003,20.00,"Bột tẻ — sách ghi 200 g cho cả công thức (chia 10 suất → 20.0 g/suất, chưa có số thải bỏ)",
NIN-BANH-TROI,133,3.00,"Vừng trắng — sách ghi 30 g cho cả công thức (chia 10 suất → 3.0 g/suất, chưa có số thải bỏ)",
NIN-BANH-TROI,149,20.00,"Đường phên (kho không có mục riêng — dùng Đường trắng) — sách ghi 200 g cho cả công thức (chia 10 suất → 20.0 g/suất, chưa có số thải bỏ)",
NIN-BANH-GIO-CHAY,4002,57.14,"Bột gạo nếp — sách ghi 800 g cho cả công thức (chia 14 suất → 57.1 g/suất, chưa có số thải bỏ)",
NIN-BANH-GIO-CHAY,149,14.29,"Đường kính — sách ghi 200 g cho cả công thức (chia 14 suất → 14.3 g/suất, chưa có số thải bỏ)",
NIN-BANH-GIO-CHAY,58,35.00,"Đậu xanh — sách ghi 500 g cho cả công thức (chia 14 suất → 35.7 g/suất, thải bỏ 2% → ăn được 35.0 g)",
NIN-BANH-GIO-CHAY,133,2.14,"Vừng — sách ghi 30 g cho cả công thức (chia 14 suất → 2.1 g/suất, chưa có số thải bỏ)",
NIN-BANH-GIO-CHAY,130,10.71,"Mỡ khổ (kho không có mục riêng — dùng Mỡ lợn) — sách ghi 150 g cho cả công thức (chia 14 suất → 10.7 g/suất, chưa có số thải bỏ)",
NIN-MIEN-NGAN,25,22.50,"Vịt bầu (dùng Thịt vịt — R2 xác nhận ngan/vịt tương đương) — sách ghi 5000 g cho cả công thức (chia 100 suất → 50.0 g/suất, thải bỏ 55% → ăn được 22.5 g)",
NIN-MIEN-NGAN,6,40.00,"Miến — sách ghi 4000 g cho cả công thức (chia 100 suất → 40.0 g/suất, chưa có số thải bỏ)",
NIN-MIEN-NGAN,79,7.60,"Hành tươi — sách ghi 1000 g cho cả công thức (chia 100 suất → 10.0 g/suất, thải bỏ 24% → ăn được 7.6 g)",
NIN-MIEN-NGAN,130,2.00,"Mỡ nước — sách ghi 200 g cho cả công thức (chia 100 suất → 2.0 g/suất, chưa có số thải bỏ)",
NIN-MIEN-NGAN,5018,1.50,"Rau răm — sách ghi 200 g cho cả công thức (chia 100 suất → 2.0 g/suất, thải bỏ 25% → ăn được 1.5 g)",
NIN-MIEN-NGAN,137,5.00,"Nước mắm — sách ghi 500 g cho cả công thức (chia 100 suất → 5.0 g/suất, chưa có số thải bỏ)",
NIN-MIEN-NGAN,152,0.90,"Gừng — sách ghi 100 g cho cả công thức (chia 100 suất → 1.0 g/suất, thải bỏ 10% → ăn được 0.9 g)",
NIN-MIEN-NGAN,5016,1.40,"Hành khô — sách ghi 200 g cho cả công thức (chia 100 suất → 2.0 g/suất, thải bỏ 30% → ăn được 1.4 g)",
NIN-MIEN-NGAN,147,2.00,"Ớt tươi (kho chỉ có Tương ớt) — sách ghi 200 g cho cả công thức (chia 100 suất → 2.0 g/suất, chưa có số thải bỏ)",
NIN-GA-TAN,2095,51.69,"Gà tơ — sách ghi 1400 g cho cả công thức (chia 13 suất → 107.7 g/suất, thải bỏ 52% → ăn được 51.7 g)",
NIN-GA-TAN,130,3.85,"Mỡ nước — sách ghi 50 g cho cả công thức (chia 13 suất → 3.8 g/suất, chưa có số thải bỏ)",
NIN-GA-TAN,101,1.15,"Nấm hương — sách ghi 15 g cho cả công thức (chia 13 suất → 1.2 g/suất, chưa có số thải bỏ)",
NIN-GA-TAN,5016,1.62,"Hành khô — sách ghi 30 g cho cả công thức (chia 13 suất → 2.3 g/suất, thải bỏ 30% → ăn được 1.6 g)",
NIN-GA-TAN,151,0.62,"Tỏi khô — sách ghi 10 g cho cả công thức (chia 13 suất → 0.8 g/suất, thải bỏ 20% → ăn được 0.6 g)",
NIN-GA-TAN,152,0.69,"Gừng — sách ghi 10 g cho cả công thức (chia 13 suất → 0.8 g/suất, thải bỏ 10% → ăn được 0.7 g)",
NIN-GA-TAN,2166,1.54,"Rượu trắng — sách ghi 20 g cho cả công thức (chia 13 suất → 1.5 g/suất, chưa có số thải bỏ)",
NIN-GA-TAN,78,1.96,"Rau mùi — sách ghi 30 g cho cả công thức (chia 13 suất → 2.3 g/suất, thải bỏ 15% → ăn được 2.0 g)",
NIN-MY-XAO,4117,200.00,"Mì sợi — sách ghi 1000 g cho cả công thức (chia 5 suất → 200.0 g/suất, chưa có số thải bỏ)",
NIN-MY-XAO,130,60.00,"Mỡ nước ⚠️ CẦN R2 XEM LẠI: 300 g cho 5 đĩa = 60 g/suất, cao gấp 2,4 lần mức cao nhất trong các món TM555 hiện có (25 g). Đây là mỡ CHIÊN GIÒN ('mì xào GIÒN'), phần lớn không ngấm vào món — nhưng sách không cho tỉ lệ hấp thụ nên giữ nguyên số sách theo đúng quy ước đang dùng, KHÔNG tự suy giảm. R2 cho tỉ lệ hấp thụ thì sửa lại được ngay — sách ghi 300 g cho cả công thức (chia 5 suất → 60.0 g/suất, chưa có số thải bỏ)",
NIN-MY-XAO,21,49.00,"Thịt bò lọc — sách ghi 250 g cho cả công thức (chia 5 suất → 50.0 g/suất, thải bỏ 2% → ăn được 49.0 g)",
NIN-MY-XAO,4102,50.00,"Cần, tỏi tây — sách ghi 250 g cho cả công thức (chia 5 suất → 50.0 g/suất, chưa có số thải bỏ)",
NIN-MY-XAO,86,17.00,"Cà rốt — sách ghi 100 g cho cả công thức (chia 5 suất → 20.0 g/suất, thải bỏ 15% → ăn được 17.0 g)",
NIN-MY-XAO,85,20.00,"Cà chua — sách ghi 100 g cho cả công thức (chia 5 suất → 20.0 g/suất, chưa có số thải bỏ)",
NIN-MY-XAO,79,7.60,"Hành tươi — sách ghi 50 g cho cả công thức (chia 5 suất → 10.0 g/suất, thải bỏ 24% → ăn được 7.6 g)",
NIN-MIEN-LUON,4071,39.00,"Lươn — sách ghi 6000 g cho cả công thức (chia 100 suất → 60.0 g/suất, thải bỏ 35% → ăn được 39.0 g)",
NIN-MIEN-LUON,6,40.00,"Miến — sách ghi 4000 g cho cả công thức (chia 100 suất → 40.0 g/suất, chưa có số thải bỏ)",
NIN-MIEN-LUON,79,7.60,"Hành tươi — sách ghi 1000 g cho cả công thức (chia 100 suất → 10.0 g/suất, thải bỏ 24% → ăn được 7.6 g)",
NIN-MIEN-LUON,4028,1.80,"Mộc nhĩ — sách ghi 200 g cho cả công thức (chia 100 suất → 2.0 g/suất, thải bỏ 10% → ăn được 1.8 g)",
NIN-MIEN-LUON,130,5.00,"Mỡ nước — sách ghi 500 g cho cả công thức (chia 100 suất → 5.0 g/suất, chưa có số thải bỏ)",
NIN-MIEN-LUON,78,1.70,"Rau mùi — sách ghi 200 g cho cả công thức (chia 100 suất → 2.0 g/suất, thải bỏ 15% → ăn được 1.7 g)",
NIN-MIEN-LUON,152,0.90,"Gừng — sách ghi 100 g cho cả công thức (chia 100 suất → 1.0 g/suất, thải bỏ 10% → ăn được 0.9 g)",
NIN-MIEN-LUON,5016,1.40,"Hành khô — sách ghi 200 g cho cả công thức (chia 100 suất → 2.0 g/suất, thải bỏ 30% → ăn được 1.4 g)",
NIN-CHAO-LONG,150,447.2,"Nước lã — bù khối lượng nước dùng/nước cháo bị bỏ sót khi loại xương ninh (DEC-094). Sửa kcal/100g 229.2 -> 69.0, khớp Bảng thành phần dinh dưỡng thực phẩm Việt Nam 2017 (Viện Dinh dưỡng), mục 'món hỗn hợp chế biến sẵn' (mã 150xx), đo TRỰC TIẾP trên món đã nấu chín — không suy từ nguyên liệu thô như cách dựng ban đầu. (món 589 · 15042, tr. 143).",
NIN-PHO-BO-CHIN,150,106.4,"Nước lã — bù khối lượng nước dùng/nước cháo bị bỏ sót khi loại xương ninh (DEC-094). Sửa kcal/100g 106.9 -> 73.0, khớp Bảng thành phần dinh dưỡng thực phẩm Việt Nam 2017 (Viện Dinh dưỡng), mục 'món hỗn hợp chế biến sẵn' (mã 150xx), đo TRỰC TIẾP trên món đã nấu chín — không suy từ nguyên liệu thô như cách dựng ban đầu. (món 612 · 15065, tr. 147).",
NIN-BUN-OC,150,178.0,"Nước lã — bù khối lượng nước dùng/nước cháo bị bỏ sót khi loại xương ninh (DEC-094). Sửa kcal/100g 95.7 -> 62.0, khớp Bảng thành phần dinh dưỡng thực phẩm Việt Nam 2017 (Viện Dinh dưỡng), mục 'món hỗn hợp chế biến sẵn' (mã 150xx), đo TRỰC TIẾP trên món đã nấu chín — không suy từ nguyên liệu thô như cách dựng ban đầu. (món 586 · 15039, tr. 143).",
NIN-MIEN-LUON,150,233.0,"Nước lã — bù khối lượng nước dùng/nước cháo bị bỏ sót khi loại xương ninh (DEC-094). Sửa kcal/100g 247.6 -> 73.0, khớp Bảng thành phần dinh dưỡng thực phẩm Việt Nam 2017 (Viện Dinh dưỡng), mục 'món hỗn hợp chế biến sẵn' (mã 150xx), đo TRỰC TIẾP trên món đã nấu chín — không suy từ nguyên liệu thô như cách dựng ban đầu. (món 605 · 15058, tr. 147).",
NIN-PHO-BO-TAI,150,260.6,"Nước lã — bù khối lượng nước dùng/nước cháo bị bỏ sót khi loại xương ninh (DEC-094). Sửa kcal/100g 139.6 -> 67.0, khớp Bảng thành phần dinh dưỡng thực phẩm Việt Nam 2017 (Viện Dinh dưỡng), mục 'món hỗn hợp chế biến sẵn' (mã 150xx), đo TRỰC TIẾP trên món đã nấu chín — không suy từ nguyên liệu thô như cách dựng ban đầu. (món 613 · 15066, tr. 147).",
NIN-PHO-GA,150,129.1,"Nước lã — bù khối lượng nước dùng/nước cháo bị bỏ sót khi loại xương ninh (DEC-094). Sửa kcal/100g 115.4 -> 73.0, khớp Bảng thành phần dinh dưỡng thực phẩm Việt Nam 2017 (Viện Dinh dưỡng), mục 'món hỗn hợp chế biến sẵn' (mã 150xx), đo TRỰC TIẾP trên món đã nấu chín — không suy từ nguyên liệu thô như cách dựng ban đầu. (món 614 · 15067, tr. 147).",
NIN-MIEN-NGAN,150,255.8,"Nước lã — bù khối lượng nước dùng/nước cháo bị bỏ sót khi loại xương ninh (DEC-094). Sửa kcal/100g 265.6 -> 65.0, khớp Bảng thành phần dinh dưỡng thực phẩm Việt Nam 2017 (Viện Dinh dưỡng), mục 'món hỗn hợp chế biến sẵn' (mã 150xx), đo TRỰC TIẾP trên món đã nấu chín — không suy từ nguyên liệu thô như cách dựng ban đầu. (món 606 · 15059, tr. 147).",
NIN-GA-TAN,150,45.5,"Nước lã — bù khối lượng nước dùng/nước cháo bị bỏ sót khi loại xương ninh (DEC-094). Sửa kcal/100g 225.5 -> 131.0, khớp Bảng thành phần dinh dưỡng thực phẩm Việt Nam 2017 (Viện Dinh dưỡng), mục 'món hỗn hợp chế biến sẵn' (mã 150xx), đo TRỰC TIẾP trên món đã nấu chín — không suy từ nguyên liệu thô như cách dựng ban đầu. (món 604 · 15057, tr. 147).",
VN-SUON-XAO-CHUA-NGOT,121,2.0,"Nước cốt chanh — bổ sung 2026-08-18 (R2: tỷ lệ chua:ngọt Việt Nam 1:2.5, thay giấm)",
VN-SUON-XAO-CHUA-NGOT,149,5.0,"Đường trắng — bổ sung 2026-08-18 (R2: tỷ lệ chua:ngọt Việt Nam 1:2.5, hoàn thiện công thức chua ngọt)",
PHO-BO,150,167.80,"Nước lã — bù khối lượng nước dùng/nước cháo ở lại trong bát. Lượng nước = serving_g đã R2 ký trừ tổng nguyên liệu hiện có, KHÔNG suy ra số mới. Hợp nhất hai quy ước ghi nước dùng mà DEC-095 §④ đã ghi nhận là chưa thống nhất (một số món ghi bằng metadata serving_g, một số ghi bằng dòng Nước lã). Nước lã mọi chỉ số = 0 nên KHÔNG đổi tổng dinh dưỡng — xem đính chính DEC-095 §②. [R2 chốt 2026-08-18]",
CANH-RAU-MUONG,150,199.58,"Nước lã — bù khối lượng nước dùng/nước cháo ở lại trong bát. Lượng nước = serving_g đã R2 ký trừ tổng nguyên liệu hiện có, KHÔNG suy ra số mới. Hợp nhất hai quy ước ghi nước dùng mà DEC-095 §④ đã ghi nhận là chưa thống nhất (một số món ghi bằng metadata serving_g, một số ghi bằng dòng Nước lã). Nước lã mọi chỉ số = 0 nên KHÔNG đổi tổng dinh dưỡng — xem đính chính DEC-095 §②. [R2 chốt 2026-08-18]",
VN-CANH-RAU-NGOT,150,198.06,"Nước lã — bù khối lượng nước dùng/nước cháo ở lại trong bát. Lượng nước = serving_g đã R2 ký trừ tổng nguyên liệu hiện có, KHÔNG suy ra số mới. Hợp nhất hai quy ước ghi nước dùng mà DEC-095 §④ đã ghi nhận là chưa thống nhất (một số món ghi bằng metadata serving_g, một số ghi bằng dòng Nước lã). Nước lã mọi chỉ số = 0 nên KHÔNG đổi tổng dinh dưỡng — xem đính chính DEC-095 §②. [R2 chốt 2026-08-18]",
VN-CANH-RAU-DEN,150,198.06,"Nước lã — bù khối lượng nước dùng/nước cháo ở lại trong bát. Lượng nước = serving_g đã R2 ký trừ tổng nguyên liệu hiện có, KHÔNG suy ra số mới. Hợp nhất hai quy ước ghi nước dùng mà DEC-095 §④ đã ghi nhận là chưa thống nhất (một số món ghi bằng metadata serving_g, một số ghi bằng dòng Nước lã). Nước lã mọi chỉ số = 0 nên KHÔNG đổi tổng dinh dưỡng — xem đính chính DEC-095 §②. [R2 chốt 2026-08-18]",
VN-CANH-BI-XANH,150,198.06,"Nước lã — bù khối lượng nước dùng/nước cháo ở lại trong bát. Lượng nước = serving_g đã R2 ký trừ tổng nguyên liệu hiện có, KHÔNG suy ra số mới. Hợp nhất hai quy ước ghi nước dùng mà DEC-095 §④ đã ghi nhận là chưa thống nhất (một số món ghi bằng metadata serving_g, một số ghi bằng dòng Nước lã). Nước lã mọi chỉ số = 0 nên KHÔNG đổi tổng dinh dưỡng — xem đính chính DEC-095 §②. [R2 chốt 2026-08-18]",
VN-CANH-CAI-THAO,150,198.06,"Nước lã — bù khối lượng nước dùng/nước cháo ở lại trong bát. Lượng nước = serving_g đã R2 ký trừ tổng nguyên liệu hiện có, KHÔNG suy ra số mới. Hợp nhất hai quy ước ghi nước dùng mà DEC-095 §④ đã ghi nhận là chưa thống nhất (một số món ghi bằng metadata serving_g, một số ghi bằng dòng Nước lã). Nước lã mọi chỉ số = 0 nên KHÔNG đổi tổng dinh dưỡng — xem đính chính DEC-095 §②. [R2 chốt 2026-08-18]",
